Source,Target,Weight
mean pattern estimation,minimax rate,1
curve registration,inverse problem,1
curve registration,deconvolution,1
curve registration,meyer wavelets,1
adaptive estimation,curve registration,1
besov space,curve registration,1
deconvolution,inverse problem,3
inverse problem,meyer wavelets,1
besov space,inverse problem,1
inverse problem,minimax rate,1
deconvolution,meyer wavelets,3
adaptive estimation,deconvolution,3
besov space,deconvolution,1
deconvolution,minimax rate,1
adaptive estimation,meyer wavelets,1
besov space,meyer wavelets,1
meyer wavelets,minimax rate,1
adaptive estimation,besov space,2
besov space,minimax rate,1
cayley transform,cross-validation,1
cayley transform,deconvolution,1
cayley transform,fourier analysis,1
cayley transform,helgason-fourier transform,1
cayley transform,hyperbolic space,1
cayley transform,impedance,1
cayley transform,laplace-beltrami operator,1
cayley transform,mobius transformation,1
cayley transform,special linear group,1
cayley transform,statistical inverse problems,1
cayley transform,upper half-plane,1
cross-validation,deconvolution,1
cross-validation,fourier analysis,1
cross-validation,helgason-fourier transform,1
cross-validation,hyperbolic space,1
cross-validation,impedance,1
cross-validation,laplace-beltrami operator,1
cross-validation,mobius transformation,1
cross-validation,special linear group,1
cross-validation,statistical inverse problems,1
cross-validation,upper half-plane,1
deconvolution,fourier analysis,3
deconvolution,hyperbolic space,1
deconvolution,impedance,1
deconvolution,mobius transformation,1
deconvolution,special linear group,1
deconvolution,statistical inverse problems,1
deconvolution,upper half-plane,1
fourier analysis,helgason-fourier transform,1
fourier analysis,hyperbolic space,1
fourier analysis,impedance,1
fourier analysis,laplace-beltrami operator,1
fourier analysis,mobius transformation,1
fourier analysis,special linear group,1
fourier analysis,statistical inverse problems,1
fourier analysis,upper half-plane,1
helgason-fourier transform,hyperbolic space,1
helgason-fourier transform,impedance,1
helgason-fourier transform,mobius transformation,1
helgason-fourier transform,special linear group,1
helgason-fourier transform,statistical inverse problems,1
helgason-fourier transform,upper half-plane,1
hyperbolic space,impedance,1
hyperbolic space,laplace-beltrami operator,1
hyperbolic space,mobius transformation,1
hyperbolic space,special linear group,1
hyperbolic space,statistical inverse problems,1
hyperbolic space,upper half-plane,1
impedance,laplace-beltrami operator,1
impedance,mobius transformation,1
impedance,special linear group,1
impedance,statistical inverse problems,1
impedance,upper half-plane,1
laplace-beltrami operator,mobius transformation,1
laplace-beltrami operator,special linear group,1
laplace-beltrami operator,statistical inverse problems,1
laplace-beltrami operator,upper half-plane,1
mobius transformation,special linear group,1
mobius transformation,statistical inverse problems,1
mobius transformation,upper half-plane,1
special linear group,statistical inverse problems,1
special linear group,upper half-plane,1
statistical inverse problems,upper half-plane,1
adaptive estimation,mixture models,1
adaptive estimation,consistent model selection,1
adaptive estimation,nonparametric density estimation,1
adaptive estimation,penalized least squares,2
adaptive estimation,sparsity,2
adaptive estimation,statistical learning,1
aggregation,consistent model selection,1
aggregation,nonparametric density estimation,1
aggregation,penalized least squares,1
lasso,minimax risk,1
lasso,mixture models,1
consistent model selection,lasso,1
lasso,nonparametric density estimation,1
lasso,oracle inequalities,2
minimax risk,mixture models,2
consistent model selection,minimax risk,1
minimax risk,nonparametric density estimation,1
consistent model selection,mixture models,1
mixture models,nonparametric density estimation,1
mixture models,oracle inequalities,1
mixture models,penalized least squares,1
mixture models,sparsity,1
mixture models,statistical learning,1
consistent model selection,nonparametric density estimation,1
consistent model selection,oracle inequalities,1
consistent model selection,penalized least squares,1
consistent model selection,sparsity,1
consistent model selection,statistical learning,1
nonparametric density estimation,oracle inequalities,1
nonparametric density estimation,penalized least squares,1
nonparametric density estimation,sparsity,1
nonparametric density estimation,statistical learning,1
penalized least squares,sparsity,2
sparsity,statistical learning,1
fractional brownian motion,functional linear regression,1
functional linear regression,m-estimation,1
functional linear regression,misspecification,1
functional linear regression,nonstandard asymptotics,1
empirical processes,functional linear regression,1
bootstrap methods,functional linear regression,1
fractional brownian motion,m-estimation,1
fractional brownian motion,misspecification,1
fractional brownian motion,nonstandard asymptotics,1
empirical processes,fractional brownian motion,1
bootstrap methods,fractional brownian motion,1
m-estimation,misspecification,1
m-estimation,nonstandard asymptotics,1
empirical processes,m-estimation,1
bootstrap methods,m-estimation,1
misspecification,nonstandard asymptotics,1
empirical processes,misspecification,1
bootstrap methods,misspecification,1
empirical processes,nonstandard asymptotics,2
bootstrap methods,nonstandard asymptotics,1
bootstrap methods,empirical processes,1
graphical models,structure learning,1
graphical models,l(1)-regularization,1
convex risk minimization,graphical models,1
graphical models,high-dimensional asymptotics,1
markov random fields,structure learning,1
l(1)-regularization,markov random fields,1
convex risk minimization,markov random fields,1
high-dimensional asymptotics,markov random fields,1
l(1)-regularization,structure learning,1
model selection,structure learning,1
convex risk minimization,structure learning,1
high-dimensional asymptotics,structure learning,1
l(1)-regularization,model selection,1
convex risk minimization,l(1)-regularization,1
high-dimensional asymptotics,l(1)-regularization,1
convex risk minimization,model selection,1
high-dimensional asymptotics,model selection,1
convex risk minimization,high-dimensional asymptotics,1
asymptotic distribution,conical-hull,1
conical-hull,efficiency,1
conical-hull,data envelopment analysis,1
conical-hull,dea,1
conical-hull,constant returns-to-scale,1
conical-hull,crs,1
asymptotic distribution,efficiency,1
asymptotic distribution,data envelopment analysis,1
asymptotic distribution,dea,1
asymptotic distribution,constant returns-to-scale,1
asymptotic distribution,crs,1
data envelopment analysis,efficiency,1
dea,efficiency,1
constant returns-to-scale,efficiency,1
crs,efficiency,1
data envelopment analysis,dea,1
constant returns-to-scale,data envelopment analysis,1
crs,data envelopment analysis,1
constant returns-to-scale,dea,1
crs,dea,1
constant returns-to-scale,crs,1
bartlett correction,confidence region,1
bartlett correction,edgeworth expansion,1
bartlett correction,estimating function,1
bartlett correction,generalized moment method,1
confidence region,edgeworth expansion,1
confidence region,estimating function,1
confidence region,generalized moment method,1
edgeworth expansion,estimating function,1
edgeworth expansion,generalized moment method,1
estimating function,generalized moment method,1
gaussian field,gaussian markov,1
gaussian field,random field,1
gaussian field,model selection,1
gaussian field,pseudo-likelihood,1
gaussian field,oracle inequalities,1
gaussian field,minimax rate,1
gaussian field,of estimation,1
gaussian markov,random field,7
gaussian markov,model selection,1
gaussian markov,pseudo-likelihood,1
gaussian markov,oracle inequalities,1
gaussian markov,minimax rate,1
gaussian markov,of estimation,1
model selection,random field,1
pseudo-likelihood,random field,1
oracle inequalities,random field,1
minimax rate,random field,1
of estimation,random field,1
model selection,pseudo-likelihood,3
minimax rate,model selection,1
model selection,of estimation,1
oracle inequalities,pseudo-likelihood,1
minimax rate,pseudo-likelihood,1
of estimation,pseudo-likelihood,1
of estimation,oracle inequalities,1
minimax rate,of estimation,1
additive model,backfitting,1
additive model,local linear smoothing,1
additive model,normalization,1
additive model,varying coefficient,1
backfitting,local linear smoothing,2
backfitting,normalization,1
backfitting,varying coefficient,1
local linear smoothing,normalization,1
local linear smoothing,varying coefficient,1
normalization,varying coefficient,1
bayesian inference,polya tree,1
nonparametric,polya tree,1
polya tree,recursive partition,1
density estimation,polya tree,1
bayesian inference,nonparametric,2
bayesian inference,recursive partition,2
bayesian inference,density estimation,2
